title,node_id,path,short_description,uuid
"Dairy Services",213496,"/dairy-services","Licensing and Inspectional Services for the Dairy Industry","813ce619-ce88-4fe2-af0f-f568b84ba956"
"Trial Court Employee Resources",213511,"/trial-court-employee-resources","Access important policies, information about benefits, and other resources for employees of the Trial Court.","cfa219d3-3ae2-41a3-85b3-d352a5d7380b"
"Municipal Animal Inspector Program",212816,"/municipal-animal-inspector-program","The Division of Animal Health appoints a municipal animal inspector for each and every city and town in the Commonwealth. The primary duty of the Animal Inspector has recently become rabies control in the domestic animal population.","02500856-46f2-4804-99f0-747285071944"
"Health transition for youth & young adults with special health needs",211756,"/health-transition-for-youth-young-adults-with-special-health-needs","Resources for youth & young adults, their families and providers as they move from pediatric to adult health care systems and learn to take charge of their health and related needs.","0fd6c718-9569-4fdd-9057-e10d2c151531"
"How Sexual Harassment Hurts LGBTQ Youth in Massachusetts",211461,"/how-sexual-harassment-hurts-lgbtq-youth-in-massachusetts","As part of our mandate to make the Commonwealth a safer place for LGBTQ youth, and to report to the legislature on the wellbeing and needs of LGBTQ young people, the Commission has issued the following fact sheet on sexual harassment.","b84f8341-0f0f-4dc3-a9f1-257dceebb492"
"Pesticide Enforcement",212191,"/pesticide-enforcement","Inspectors investigate allegations of pesticide misuse and inspect dealer establishments, pest control businesses and pesticide producer establishments.","f4f83560-f724-4233-a91d-6f858e951ae8"
"CBHI Data and Reports",210871,"/cbhi-data-and-reports","MassHealth Children's Behavioral Health Initiative (CBHI)","a3c6e90c-3530-46c3-be57-53a8df582f13"
"Your car, your rights",211821,"/your-car-your-rights","You are protected when it comes to buying, owning, and repairing your car. If you have been cheated, the Attorney General’s Office may be able to help.","33384921-36ca-466a-b9cb-48748f07a085"
"CRI events & meetings",210561,"/cri-events-meetings","Material and information presented at Career Readiness Initiative events and meetings.","6cdb12d0-b42a-416d-8399-958e268c3104"
"Office of Transcription Services",210496,"/office-of-transcription-services","The Office of Court Management, Transcription Services provides official transcripts of electronically recorded proceedings from the Superior, Suffolk Juvenile, and Boston Housing courts.","b7677bc7-38fa-4e32-9ad6-cafa6619f08a"
"Information for Providers about the Affordable Care Act (ACA)",210391,"/information-for-providers-about-the-affordable-care-act-aca","The ACA contains many provisions that impact providers.","e0927342-b8c1-4692-883e-8fe8047ba3cd"
"Board of Registration of Hazardous Waste Site Cleanup Professional Meetings",210026,"/board-of-registration-of-hazardous-waste-site-cleanup-professional-meetings","Meeting information for Site Cleanup Licensed Site Professionals (LSPs)","d4d3cc58-bb47-4fe4-ab50-6464ae432a64"
"Rabies Control Program",209291,"/rabies-control-program","Because rabies affects people as well as animals, control of this disease has become a top priority for the Division of Animal Health.","27bf70c2-2dd3-4636-8818-5aad113d4638"
"Reportable Animal Disease Program",208841,"/reportable-animal-disease-program","Listed animal diseases must be reported to the State Veterinarian when detected or suspected in Massachusetts animals.","dd9b913f-7e6e-49b2-9259-230266979867"
"For DCF provider agencies",207696,"/for-dcf-provider-agencies","DCF allows contacted provider agencies to access and enter data into its information technology system, i-FamilyNet.","44ecdda2-c2c1-4cdf-89ab-89402c9803a5"
"Working at DCF",207601,"/working-at-dcf","The Department of Children and Families seeks dedicated child welfare professionals","ae896342-ae44-40db-ae2a-9a2c625a5bd6"
"DTC Consumer Information",207371,"/dtc-consumer-information","Consumer Division Responsibilities","516ff5fd-55d6-483a-b766-ab249f31b20f"
"Estate Administration Resources (MUPC Hub)",207256,"/estate-administration-resources-mupc-hub","Everything you need to know about the Mass. Uniform Probate Code","7e693a79-598c-4f19-8f66-dfd776aa29fb"
"Superior Court Department Forms & Resources",207106,"/superior-court-department-forms-resources","Find forms, fees, and guidance for proceedings in the Superior Court","905028bb-4413-42e8-8048-edff02dacac5"
"Adolescent Services",206746,"/adolescent-services","DCF is committed to providing adolescent services that encourage positive youth development and empowerment.","614e75be-2261-4705-9059-4602de035c1b"
"Understanding a down syndrome diagnosis",206726,"/understanding-a-down-syndrome-diagnosis","Resources for families and providers about Down syndrome","679336cc-47d2-48e1-a04f-cf8b6e383459"
"Child and Adolescent Needs and Strengths",206401,"/child-and-adolescent-needs-and-strengths","MassHealth Children's Behavioral Health Initiative (CBHI)","d39c15d1-ae3b-425e-8aed-8eeeac190fd7"
"Court Forms by Court Department",206156,"/court-forms-by-court-department","Search for the court forms you need by court department.","08bd957f-0a0c-4c5c-94ad-3a7a59ef1260"
"Probate & Family Court Department Forms & Resources",206096,"/probate-family-court-department-forms-resources","Find forms, fees, and guidance for proceedings in the Probate and Family Court","3a8e149a-a356-470d-85c0-82ffc89ea4b4"
"Pesticide Product Registration",206481,"/pesticide-product-registration","Find out how to register pesticide products and search for pesticides registered in Massachusetts","63ba1aa8-a5ea-4cb8-994c-adb2a2a75477"
"Screening for Behavioral Health Conditions",206016,"/screening-for-behavioral-health-conditions","MassHealth Children's Behavioral Health Initiative (CBHI)","c21a5a90-cee5-4991-9626-37b92908ae11"
"Court Forms by Topic",205921,"/court-forms-by-topic","Search for the court forms you need by topic.","2974a74f-33b6-49e2-9bb9-cd74c1ba92f8"
"Land Court Jurisdiction, History, & Evolution of Title",205541,"/land-court-jurisdiction-history-evolution-of-title","Learn about the origins and purpose of the Massachusetts land court","e00b9ab9-9da7-4a52-ae17-ab6547dbc412"
"SRMCB updates and information",205566,"/srmcb-updates-and-information","mosquito control updates","e94e57d7-bb33-47b9-8dfe-51db5afa8f55"
"Additional Support Services",205341,"/additional-support-services","Find more agencies that can support your needs.","a45f20d8-fbb8-4f6b-9d59-b784fc1f94ab"
"Disability Publications and Resources",205301,"/disability-publications-and-resources","Find information on a wide range disability related topics.","1bfcbf83-add4-44f5-8892-6df41fc7517a"
"Generic Environmental Impact Report (GEIR)",205206,"/generic-environmental-impact-report-geir","GEIR for the Massachusetts Mosquito Control Projects","f7b3c73b-9b3f-4721-b2c0-b025eef2ee37"
"Land Court Department Forms & Resources",204916,"/land-court-department-forms-resources","Find forms, fees, and guidance for proceedings in the Land Court","009ea2ee-899a-42e2-8700-78945c5beeb4"
"Youth in State Care",204871,"/youth-in-state-care","Rights and resources: The Answer Book","2bf3099e-ed0f-4c93-9638-1c92dd571744"
"State Reclamation and Mosquito Control Board Annual Reports",204876,"/state-reclamation-and-mosquito-control-board-annual-reports","Mosquito Control Districts Annual reports","d2995a58-7cd0-4a5b-aa34-36a920381633"
"MRC Community Based Services",204681,"/mrc-community-based-services","MRC can help people with brain injuries live independently.","0b5d507c-7f6d-4579-8ae9-26a412ac3af0"
"Disability Benefits",204616,"/disability-benefits","MRC can help you understand how working may affect your benefits.","5d49b131-5425-4cc1-a038-8274e3d02103"
"Juvenile Court Department Forms & Resources",204261,"/juvenile-court-department-forms-resources","Find forms and guidance for proceedings in the Juvenile Court","33895ad9-3eae-473d-8773-b086f0af0c41"
"Housing Court Department Forms & Resources",204171,"/housing-court-department-forms-resources","Find forms, fees and guidance for proceedings in the Housing Court","0162d68a-112d-4c10-a98d-bce11c6ea292"
"Animal Shelter and Rescue Program",204181,"/animal-shelter-and-rescue-program","Ensuring the Health and Safety of Animals Adopted in Massachusetts","3f13d379-40b7-4394-baa9-e74f0384774c"
"State Reclamation and Mosquito Control Board Meeting Notices",204211,"/state-reclamation-and-mosquito-control-board-meeting-notices","State Reclamation and Mosquito Control Board Meeting Notices","22a73ce3-1693-470e-9776-ad37d98e7019"
"State Reclamation and Mosquito Control Board (SRMCB)",204101,"/state-reclamation-and-mosquito-control-board-srmcb","Department of Agricultural Resources","ef83b8a5-1b49-4f5c-8366-e893616cdbdd"
"District Court Department Forms & Resources",203846,"/district-court-department-forms-resources","Find forms, fees and guidance for proceedings in the District Court","c6021345-6649-4bdf-b77a-d377dbce30dd"
"Business Services",203791,"/business-services","The Massachusetts Export Center provides direct assistance to Massachusetts companies to support their international business development efforts.","4925d4c8-66bf-4341-a341-91922a82ea61"
"Boston Municipal Court Department Forms & Resources",203586,"/boston-municipal-court-department-forms-resources","Find forms, fees and guidance for proceedings in the BMC","fb5ec1e3-06f5-4460-9d8a-a0f39b9ee99a"
"Air Quality Reports, Plans & Data",203251,"/air-quality-reports-plans-data","Tracking the progress that Massachusetts is making toward meeting the requirements of the federal Clean Air Act.","5c6680d3-0252-42da-8f43-cd0b8bd408f5"
"Electric Grid Safety and Reliability",202796,"/electric-grid-safety-and-reliability","Information on stray voltage and manhole safety, service quality, outage maps, emergency response plans, and double poles.","a560784a-a3df-4b44-9d36-f9634174e2ba"
"Self Determination and Self-Direction",202466,"/self-determination-and-self-direction","Self-Determination is having more control in one's life and to make decisions about services based on one's vision, preferences, beliefs and abilities. Self-Direction is a process through which an individual/family can design and direct their own services","ce11b055-2ff2-49a2-857e-0f6a48fe4743"
"Periodic Newsletters",202901,"/periodic-newsletters","The purpose of the Newsletter’s is to establish collaborative working relationships and partnerships and to have open communication with chiefs of police.","6f92f039-e27c-4e42-ab76-e6481b952aa2"
"Well Driller Program",202396,"/well-driller-program","The Well Driller Program regulates persons who engage in the business of drilling wells.","9503faa2-e53e-45bb-9b10-ecd3db10726a"
"BSEA Statistics",201996,"/bsea-statistics","Summaries of BSEA data by fiscal year.","9b43310c-e991-4bc0-9cfc-a17155096beb"
"Information about apprenticeship",201416,"/information-about-apprenticeship","Information about registered apprenciteship programs in Massachusetts","f02ca0fd-9d5d-47c6-8b4f-a6a115a071f4"
"Court Data, Metrics & Reports",201376,"/court-data-metrics-reports","The Trial Court receives close to a million filings a year. The data collected allows for continuous improvements across the Court System.","127f51ee-483e-496a-a83d-320a674907e6"
"Energy and Environmental Affairs: Academic Internships",201316,"/energy-and-environmental-affairs-academic-internships","Learn about EEA's internship opportunities and how to apply.","b0e26a34-1ad0-4e7c-8eb7-2a2c6a42ce9e"
"Past Energy Efficiency Programs",201251,"/past-energy-efficiency-programs","Find information on past energy efficiency programs done in Massachusetts","7096cb07-9323-4e9a-9b11-94e82adc3e0f"
